시설명,userid,평점,코멘트
광양시 공영주차장,fnqnvrrhh,3,편안하고 조용한 분위기에서 휴식을 취할 수 있었습니다.
대한안과의사회 잠실서울밝은안과 ,bbandh59v,2,가격 대비 만족도가 낮았습니다.
한국기계산업진흥회 기술교육원,prxlmuvjt,1,환경이 청결하지 않았습니다.
WS치과병원,oyztcj2fp,1,시설이 매우 실망스러웠습니다.
대덕승마장,rhshdbu0v,1,아이들이 놀기에 안전하지 않았습니다.
대한안과의사회 좋은사람들 성모안과 ,cqkkj3ymr,5,추천합니다!
안산시 동주염전 체험장,johwmth5w,2,조금 붐비긴 했지만 전체적으로 만족합니다.
광주기독병원,mrldghouy,2,체험 프로그램이 유익하지 않았습니다.
인천광역시 연수구 평생교육,oiqsyg9ek,3,다양한 편의시설이 있어 편리했습니다.
인천광역시 농기계 임대,rbsnrwp3s,3,재방문 의사 있습니다.
성누가병원,amxhs22sl,4,가족 모두가 만족한 여행이었습니다.
대한안과의사회_태안과,vgfey53ij,5,시설이 매우 잘 관리되고 있었습니다.
건국대학교 병원,qyfyv6thn,5,전망대에서 보는 풍경이 최고였습니다.
남산서울타워,qiyfogml4,5,시설 이용이 편리하고 안내도 잘 되어 있습니다.
교보문고 부산점,lhuxqu58x,4,시설 이용이 매우 편리하고 좋았습니다.
덕수궁,rybovf2dv,1,시설 이용이 불편했고 안내가 부족했습니다.
신불산폭포자연휴양림,wzudrks5g,4,다시 방문하고 싶어요.
대구종합복지회관,ikeuzd9vk,3,환경이 매우 청결하고 좋았습니다.
서산시 사회복지관,pgmgihhu8,4,시설 내 편의시설이 잘 갖춰져 있었습니다.
호텔샬롬제주,qwrpnlhz4,5,시설이 매우 깔끔하고 현대적이었습니다.
메가박스 양주 ,fmujfdsok,1,뷰가 별로였습니다.
부산엑스더스카이,uvyxu30pt,3,휴식을 취하기에 최적의 장소였습니다.
김포시 함상공원,fqvce9v2r,5,주변 경관이 아름답습니다.
허병원 열경의료재단 ,yjhsp9xhq,5,휴식을 취하기에 최적의 장소였습니다.
선병원국제검진센터,nkfog0ep9,5,시설 관리가 잘 되어 있었습니다.
광양시 공영주차장,irzszutvc,2,주차 공간이 부족했습니다.
동천안직업전문학교,rhzix3lct,2,시설 내 모든 것이 정비되지 않았습니다.
정동심곡 바다부채길,pxjgndzr6,1,서비스와 시설이 매우 실망스러웠습니다.
대전을지대학교병원,klkfa6vep,1,주변 자연 경관이 좋지 않았습니다.
옥천군 공영주차장,okklahd4b,1,청결한 환경이 아니었습니다.
양구청소년수련관수영장,rdsmq2jb5,4,시설 사용이 매우 편리했습니다.
가톨릭대학교 인천성모병원,dffxwv8xy,4,친구들에게 추천할 만한 좋은 곳입니다.
청주 김안과,aumzo1ce0,4,가격 대비 만족도가 높습니다.
삼성혈,leenpghow,1,가족 모두가 만족하지 않았습니다.
뉴월드안경,qqhrhpbyb,4,전반적으로 만족스러운 경험이었습니다.
아이닉안과,ittgccrbr,3,정말 훌륭한 시설입니다!
옥천군 여성회관,yltnu2kfo,5,전반적으로 만족스러운 경험이었습니다.
신불산폭포자연휴양림,yaocc9fq3,2,주변 경관이 별로였습니다.
건강과성박물관,lwqburh9s,3,시설 사용이 매우 편리했습니다.
인천광역시 서구 공영주차장,khetdzl00,3,환경이 매우 청결하고 좋았습니다.
제주목관아,ccyfnczz5,4,시설이 매우 깔끔하고 현대적이었습니다.
대구의료원,ibuhw3kt6,4,전반적으로 만족스러운 경험이었습니다.
태백산재병원,wyqifa4ud,3,다양한 활동과 프로그램이 있어 좋았습니다.
태백시 평생학습관,ptbqr63yz,5,시설의 위치가 좋아 접근성이 뛰어났습니다.
군 복지시설_마트,gxnjxc2fa,5,전체적으로 기대 이상이었습니다.
부산광역시 서구 공영주차장,ymcaim1uj,4,"전반적으로 좋은 경험이었으며, 추천하고 싶습니다."
닥터뷰치과의원,vypekwpib,4,시설 사용이 매우 편리했습니다.
디오름펜션,xopjnrhye,4,시설 내 편의시설이 잘 갖춰져 있었습니다.
인제군 주차장 시설,bzkalgfpm,2,환경이 청결하지 않았습니다.
대한안과의사회-우리안과,kjlydp3t5,5,자연 경관이 매우 아름답습니다.
독일안경원,iougwli4x,3,다양한 프로그램과 활동이 있어 좋았습니다.
돌하르방미술관,mktpxrd3u,1,가족 여행에 적합하지 않았습니다.
양주시 덕정탁구장,qwjmi83dv,3,친구들에게 추천할 만한 좋은 곳입니다.
 주 바일테크놀러지,hriuualov,2,뷰가 별로였습니다.
창녕공설테니스장,qveol9frh,4,자연 경관이 매우 아름답습니다.
대한안과의사회 수안과 ,twahtayap,1,가격 대비 만족도가 낮았습니다.
대한안과의사회 성모맑은눈안과 ,nxlmvict8,1,시설 사용이 매우 불편했습니다.
인천광역시 미추홀구 체육시설,nwsmfc3l9,2,뷰가 별로였습니다.
V라이프영상의학과건강검진센터,ubfkt99tu,1,서비스와 시설 모두 개선이 필요합니다.
양주시 고덕생활체육공원,tmxnd41oh,1,시설 내부가 좁고 불편했습니다.
서대문구 평생학습센터,fawpotkoa,2,환경이 청결하지 않았습니다.
해남군 고산유적지,pwkofu06j,1,체험 프로그램이 유익하지 않았습니다.
 주 한얼누리 ,fmvqo76bb,2,직원들이 조금 더 친절했으면 좋겠습니다.
대한안과의사회 문안과 ,reovk3rjm,5,친구들에게 추천할 만한 곳입니다.
방림원,wjcqa6fws,5,시설 내 편의시설이 잘 갖춰져 있었습니다.
대전국립숲체원,fjsxc1rti,5,자연과 함께하는 시간이 힐링이 되었어요.
CGV 영화관,qusyt8ly0,3,시설이 매우 깔끔하고 현대적이었습니다.
대한안과의사회 한솔안과 ,ksrzgo12d,4,시설 사용이 매우 편리했습니다.
서산시 사회복지관,geugum5tt,1,가격 대비 만족도가 낮았습니다.
진주시 시립공원,ucwaksbo4,2,주차 공간이 부족했습니다.
수원시 화성열차,wypopl7t4,3,시설 사용이 매우 편리했습니다.
대한안과의사회_365밝은안과,iajsc52jc,3,주변 경관이 아름답습니다.
산청군 공설주차장,bqdohmcg7,3,서비스와 시설 모두 훌륭합니다.
라온치과병원 창원마산점 ,cqpwyiz12,1,체험 프로그램이 유익하지 않았습니다.
진도군 문화시설,bvztf4jl0,2,휴식을 취하기에는 적합하지 않았습니다.
대구연세안과,svulz72su,4,자연 경관이 매우 아름답습니다.
테지움사파리,xdgqacaa7,2,시설 내 모든 것이 정비되지 않았습니다.
노원을지대학교병원,kvgtiayow,2,편안하고 조용한 분위기가 아니었습니다.
인천광역시 중구 박물관,ndvurj9c4,3,가격 대비 만족도가 높습니다.
항공우주박물관,bkrtg4ijt,2,시설 내 모든 것이 정돈되지 않았습니다.
운악산휴양림,fosdpjrhi,4,편안하고 조용한 분위기에서 휴식을 취할 수 있었습니다.
라온치과병원 창원마산점 ,vaadhgfyh,1,뷰가 별로였습니다.
상주박물관,sboaecvdv,1,시설 이용이 불편했고 안내가 부족했습니다.
연천군공영주차장,cimeooosl,3,추천합니다!
강북구 오동근린공원실내배드민턴장,xtasst69z,4,주변 경관이 아름답습니다.
 주 바일테크놀러지,gmauk1bx4,1,친구들에게 추천하기 어려운 곳입니다.
인천광역시 농기계 임대,jnthc1wrm,3,휴식을 취하기에 최적의 장소입니다.
양주시 백석생활체육공원,knwan4cc5,4,조용하고 한적한 곳이라 마음에 들었습니다.
방림원,ezaohlgz5,3,뷰가 정말 아름다웠어요!
제주별빛누리공원,gnbkdfxeq,5,직원들이 친절하고 도움이 많이 되었습니다.
동해동인병원,bvffq8x0x,5,시설 내 모든 것이 잘 정돈되어 있어 사용이 편리했습니다.
아주자동차공업사,cdjwdkj3y,1,청결한 환경이 아니었습니다.
한국병원,hsgzk3a2a,1,여름에는 너무 더웠습니다.
청주시립요양병원,sozoslcky,5,직원들이 친절하고 도움이 많이 되었습니다.
사천시 공영주차장,zgnss44jy,5,시설 이용이 매우 편리하고 좋았습니다.
뿌리병원,wixbsyzij,3,환경이 매우 청결하고 좋았습니다.
태백산재병원,jnsrag1vp,1,서비스와 시설 모두 개선이 필요합니다.
전주경기전,tvlvsqtbk,2,편의시설이 부족해서 불편했습니다.
평창군 야영장,fjnwt4qjq,5,청결한 환경과 좋은 서비스에 만족했습니다.
노원을지대학교병원,oowamj9st,2,시설이 낡고 깨끗하지 않았습니다.
시화병원,nbscokvh9,3,서비스와 시설 모두 훌륭했습니다.
청주시립요양병원,wiwrlcti6,5,편안하고 조용한 분위기에서 휴식을 취할 수 있었습니다.
서귀포휴양림,gabubflj1,3,친절한 직원들이 인상적이었습니다.
하동군 구재봉 자연휴양림,npegpxc5g,2,조금 붐비긴 했지만 전체적으로 만족합니다.
거제삼성호텔,gxxun8g1n,1,환경이 청결하지 않았습니다.
정선 화암관광지,dtuve6xnr,5,시설 관리가 잘 되어 있었습니다.
라임나무치과병원,eqefdy9jo,2,여름에는 너무 더웠습니다.
고성군 체육시설,gncajxoxo,4,추천합니다!
석성정밀 주  ,xcuchw5wo,5,편리한 위치에 있어 접근하기 쉬웠습니다.
용대휴양림,eiopl635i,4,시설 내 모든 것이 잘 정돈되어 있어 사용이 편리했습니다.
낙안민속휴양림,ncisks5bj,2,친절한 직원들이 부족했습니다.
대명콘도 단양 ,vnzwnh96n,4,친구들에게 추천할 만한 곳입니다.
파주시체육시설,wbmcqfakb,5,가족과 함께 즐거운 시간을 보냈습니다.
양주스파월드,cezdcyhk6,5,가격 대비 만족도가 높았습니다.
GS안과,fhfddev5r,3,매우 만족합니다.
중랑구 보건소,wedtdr7t8,5,친절한 직원들이 인상적이었습니다.
한림대학교 춘천성심병원,vnkgc8qek,4,여름에 가면 더욱 좋을 것 같아요.
양주시 덕정탁구장,puunohdvi,1,친구들에게 추천하기 어려운 곳입니다.
첨단종합병원,gocoft8jt,4,가족 모두가 만족한 여행이었습니다.
대한안과의사회 굿모닝안과 ,kionqwshw,4,매우 만족합니다.
브이쿨 킹카,ovpkqudjz,4,다시 방문하고 싶어요.
사천첨단항공우주과학관,shcjux3s8,4,시설 사용이 매우 편리했습니다.
일동용암천,cbiiq6bei,1,가격 대비 만족도가 낮았습니다.
군포시 청소년수련시설,ytamv0tri,5,아이들이 즐겁게 놀 수 있는 다양한 시설이 마련되어 있습니다.
참사랑병원,rfdubcjh1,5,가족 여행에 추천합니다.
아세안자연휴양림,egssaty60,5,다양한 편의시설과 친절한 서비스가 인상적이었습니다.
원주농민문화체육센터,emjplxht8,1,조금 붐비긴 했지만 전체적으로 만족합니다.
의정부환한미소치과의원,riugocgbi,2,자연과의 접촉이 부족했습니다.
연세대학교용인세브란스병원,lburmav86,1,한 번쯤 가볼 만하지만 다시 방문하고 싶지는 않습니다.
안산시 공영주차장,xbxpbdtmr,2,다양한 시설과 편의시설이 부족했습니다.
닥터유치과,ojulzyrm6,3,시설 사용이 매우 편리했습니다.
양주시 고읍축구장,dhmwaecpu,2,다양한 시설과 편의시설이 부족했습니다.
대구사격장,qwzdqdm9y,2,친구들과 함께 가기에는 적합하지 않았습니다.
노블리안 치과,zhiyowkqt,1,친구들에게 추천하기 어려운 곳입니다.
화홍병원,ykzlh86d6,2,자연 경관이 좋지 않았습니다.
시흥시 체육시설,jelzrza95,3,자연과 함께하는 시간이 힐링이 되었어요.
상주시 농기계임대사업,lvnzy7956,1,친구들과 함께 가기에는 적합하지 않았습니다.
수요양병원,rehewrggx,3,서비스와 시설 모두 훌륭했습니다.
과천시 문화교육센터,ixaubs9j1,1,시설 관리가 잘 안되고 있었습니다.
한국만화박물관,dzuuxppra,5,서비스와 시설이 매우 인상적이었습니다.
충남 서산의료원,eddgjikmc,1,한 번쯤 가볼 만하지만 다시 방문하고 싶지는 않습니다.
상주시 수상레저센터,lcmay8vor,3,시설이 현대적이고 매우 잘 유지되고 있습니다.
구리시 공영주차장,fznyuc0en,5,시설 사용이 매우 편리했습니다.
아프리카박물관,lwcsr58t0,1,조금 아쉬운 부분이 있었어요.
금천구 보건소,xnavzgt8o,5,아이들이 즐겁게 놀 수 있는 다양한 시설이 마련되어 있습니다.
대한안과의사회-예일안과,zhomq9eea,1,서비스와 시설 모두 개선이 필요합니다.
양주시 옥정생활체육공원,iphuf9d3i,1,가격 대비 만족도가 낮았습니다.
경남은행,krrwteekz,1,아이들이 놀기에 안전하지 않았습니다.
홍천군종합사회복지관,zbwnm7jlb,3,여름에 가면 더욱 좋을 것 같아요.
강서구 체육시설,vgcwhqqjv,2,서비스와 시설이 매우 실망스러웠습니다.
정동심곡 바다부채길,dthjqmry9,1,시설 내부가 좁고 불편했습니다.
서원대학교,syslu6e6r,5,가격 대비 매우 만족스러운 경험이었습니다.
상주시민운동장,shjmlmmag,5,추천합니다!
파주시공영주차장,zyywr30x3,4,다음에 또 오고 싶어요.
대전대학교 대전한방병원,dqkbfldui,2,활동이 다양하지 않았습니다.
하나병원,howdtck9s,1,휴식을 취하기에는 적합하지 않았습니다.
남해군 나비생태관,qnfzkn3s9,5,친절한 직원들이 인상적이었습니다.
충주의료원,pmmsl58mj,2,시설이 낡고 깨끗하지 않았습니다.
밀양아리랑 우주천문대,atwkacja6,1,가격 대비 만족도가 낮았습니다.
대한안과의사회 성모안과 ,mnbgdkein,4,시설 관리가 잘 되어 있었습니다.
석재홍한의원,qydyyn0ua,5,친절한 직원들이 인상적이었습니다.
경복궁,zsffs9az5,5,친절한 직원들이 인상적이었습니다.
동해동인병원,dvtdjv6if,1,자연과의 접촉이 부족했습니다.
이천시 공영주차장,bzuvwvif2,1,시설이 낡고 깨끗하지 않았습니다.
음성군 보건소,izcuxv09e,1,자연 경관이 좋지 않았습니다.
가평군 주민자치센터,sjjnv8qr9,4,가족 모두가 만족한 여행이었습니다.
세명대학교 부속 충주한방병원,yjpld4wys,5,뷰가 정말 아름다웠어요!
미리벌민속박물관,ehbko670o,5,여유롭고 편안한 분위기가 좋았습니다.
양구청소년수련관수영장,uhchfho0r,1,가족 모두가 만족하지 않았습니다.
목포시 공영주차장,wgzum3j38,2,주변 자연 경관이 좋지 않았습니다.
산청군 공설주차장,qurehhp1x,3,다양한 활동을 즐길 수 있어서 좋았어요.
고성공룡박물관,ymasw4fcd,3,아이들이 즐겁게 놀 수 있는 다양한 시설이 마련되어 있습니다.
아리즈웰,srmiro7og,2,체험 프로그램이 유익하지 않았습니다.
한일자동차공업사,mbvsjmf6l,3,시설 이용이 매우 편리하고 좋았습니다.
이스타항공,ettxo1ujb,2,아이들과 함께하기에는 불편한 점이 많았습니다.
좋은생각사람들,zdmgsqx1w,4,가족과 함께 즐거운 시간을 보냈습니다.
철원군 종합문화복지센터,iehvoi4sh,2,편의시설이 부족해서 불편했습니다.
